artist_count;released_year;released_month;released_day;in_spotify_playlists;in_spotify_charts;bpm;danceability__;valence__;energy__;acousticness__;instrumentalness__;liveness__;speechiness__;in_apple_playlists;in_apple_charts;in_deezer_playlists;in_deezer_charts;in_shazam_charts;released_date;track_id_limpo;mode_maiusculo;track_name_limpo;artist_name_limpo;total_playlists;media_total_charts;streams_corrigido;n_musicas;quartil_streams;quartil_bpm;quartil_danceability;quartil_valence;quartil_energy;quartil_acousticness;quartil_instrumentalness;quartil_liveness;quartil_speechiness;segmentacao_streams;segmentacao_bpm;segmentacao_danceability;segmentacao_valence;segmentacao_energy;segmentacao_acousticness;segmentacao_instrumentalness;segmentacao_liveness;segmentacao_speechiness
1;2019;10;31;27119;0;124;79;68;79;1;0;10;8;532;77;1535;3;8;31/10/2019;6891911;MINOR;DONT START NOW;DUA LIPA;29186;22;2303033973;3;4;3;4;3;4;1;3;2;3;Alto;Alto;Alto;Alto;Alto;Baixo;Alto;Baixo;Alto
3;2013;1;1;52898;0;116;79;87;81;4;0;10;4;203;1;8215;0;0;01/01/2013;5906167;MINOR;GET LUCKY  RADIO EDIT;PHARRELL WILLIAMS NILE RODGERS DAFT PUNK;61316;0,25;933815613;1;4;2;4;4;4;1;3;2;1;Alto;Baixo;Alto;Alto;Alto;Baixo;Alto;Baixo;Baixo
4;2021;8;13;6890;0;124;79;79;84;2;0;5;5;122;11;201;0;1;13/08/2021;1513475;MINOR;OUT OUT FEAT CHARLI XCX  SAWEETIE;CHARLI XCX JAX JONES JOEL CORRY SAWEETIE;7213;3;427486004;1;3;3;4;4;4;1;1;1;2;Alto;Alto;Alto;Alto;Alto;Baixo;Baixo;Baixo;Baixo
1;2022;12;9;899;0;150;79;77;46;5;0;11;7;2;14;2;0;0;09/12/2022;2587921;MAJOR;CONCEITED;SZA;903;3,5;56870689;19;1;4;4;4;1;1;4;2;3;Baixo;Alto;Alto;Alto;Baixo;Baixo;Alto;Baixo;Alto
1;2021;5;21;4779;6;110;79;70;36;0;0;6;11;180;135;223;0;5;21/05/2021;8452012;MAJOR;BUTTER;BTS;5182;36,5;1143647827;7;4;2;4;4;1;1;4;1;3;Alto;Baixo;Alto;Alto;Baixo;Baixo;Alto;Baixo;Alto
1;2022;1;7;1915;0;121;80;62;51;2;0;9;8;7;47;15;0;0;07/01/2022;4501584;MINOR;HOW DO I MAKE YOU LOVE ME;THE WEEKND;1937;11,75;119238316;19;1;3;4;3;1;1;1;1;3;Baixo;Alto;Alto;Alto;Baixo;Baixo;Baixo;Baixo;Alto
1;2022;8;19;1963;16;90;80;71;69;2;0;27;10;57;119;77;1;13;19/08/2022;2122853;MAJOR;PINK VENOM;BLACKPINK;2097;37,25;551305895;3;3;1;4;4;3;1;1;4;3;Alto;Baixo;Alto;Alto;Alto;Baixo;Baixo;Alto;Alto
2;2022;11;3;573;0;92;80;81;67;4;0;8;6;2;0;7;0;0;03/11/2022;8553734;MAJOR;A VECES FEAT FEID;FEID PAULO LONDRA;582;0;73513683;1;1;1;4;4;3;1;2;1;3;Baixo;Baixo;Alto;Alto;Alto;Baixo;Baixo;Baixo;Alto
1;2022;8;11;688;0;75;80;46;62;3;6;11;46;14;1;17;0;2;11/08/2022;6640464;MINOR;LIMBO;FREDDIE DREDD;719;0,75;199386237;1;2;1;4;2;2;1;4;2;4;Baixo;Baixo;Alto;Baixo;Baixo;Baixo;Alto;Baixo;Alto
3;2017;11;10;21097;52;116;80;92;80;4;0;10;3;384;135;1034;37;312;10/11/2017;8797570;MAJOR;COLD HEART  PNAU REMIX;DUA LIPA ELTON JOHN PNAU;22515;134;1605224506;1;4;2;4;4;4;1;1;2;1;Alto;Baixo;Alto;Alto;Alto;Baixo;Baixo;Baixo;Baixo
3;2021;9;3;5481;0;136;80;33;60;0;0;32;14;144;30;86;0;0;03/09/2021;6195210;MINOR;WAY 2 SEXY WITH FUTURE  YOUNG THUG;DRAKE FUTURE YOUNG THUG;5711;7,5;489945871;1;3;3;4;2;2;1;2;4;4;Alto;Alto;Alto;Baixo;Baixo;Baixo;Baixo;Alto;Alto
1;2021;8;29;4651;0;118;80;21;55;1;0;26;17;24;6;105;0;0;29/08/2021;2542321;MAJOR;PRAISE GOD;KANYE WEST;4780;1,5;376333030;3;3;2;4;1;2;1;2;4;4;Alto;Baixo;Alto;Baixo;Baixo;Baixo;Baixo;Alto;Alto
2;2002;5;26;7615;14;130;80;64;76;2;0;20;6;18;51;1005;0;0;26/05/2002;4238748;MINOR;SUPERMAN;EMINEM DINA RAE;8638;16,25;655466831;1;4;3;4;3;3;1;2;3;3;Alto;Alto;Alto;Alto;Alto;Baixo;Baixo;Alto;Alto
2;2022;5;6;2482;20;114;80;42;68;2;0;66;4;27;77;22;2;0;06/05/2022;4662762;MINOR;TAROT;BAD BUNNY JHAY CORTEZ;2531;24,75;608228647;2;4;2;4;2;3;1;3;4;2;Alto;Baixo;Alto;Baixo;Alto;Baixo;Alto;Alto;Baixo
1;2022;6;24;571;0;97;80;36;86;4;0;3;5;19;21;14;0;2;24/06/2022;7629327;MAJOR;POP;NAYEON;604;5,75;213505179;1;2;1;4;2;4;1;1;1;2;Baixo;Baixo;Alto;Baixo;Alto;Baixo;Baixo;Baixo;Baixo
2;2022;2;25;1729;0;104;80;24;65;2;0;9;4;26;1;19;0;0;25/02/2022;2762640;MINOR;FREAKY DEAKY;TYGA DOJA CAT;1774;0,25;153240879;1;2;2;4;1;2;1;2;1;2;Baixo;Baixo;Alto;Baixo;Baixo;Baixo;Baixo;Baixo;Baixo
3;2022;1;17;2849;0;140;81;6;84;5;23;6;6;39;45;27;0;1;17/01/2022;7741272;MINOR;RUMBLE;SKRILLEX FLOWDAN FRED AGAIN;2915;11,5;78489819;1;1;3;4;1;4;1;4;1;2;Baixo;Alto;Alto;Baixo;Alto;Baixo;Alto;Baixo;Baixo
1;2023;6;30;86;8;128;81;90;77;1;0;9;5;7;76;3;1;93;30/06/2023;8209238;MINOR;MI BELLO ANGEL;NATANAEL CANO;96;44,5;31873544;1;1;3;4;4;3;1;2;1;2;Baixo;Alto;Alto;Alto;Alto;Baixo;Baixo;Baixo;Baixo
1;2022;10;26;542;2;110;81;64;79;5;0;31;3;23;2;21;0;0;26/10/2022;6333549;MINOR;MALAS DECISIONES;KENIA OS;586;1;156214700;1;2;2;4;3;4;1;2;4;1;Baixo;Baixo;Alto;Alto;Alto;Baixo;Baixo;Alto;Baixo
1;2022;12;19;1154;22;134;81;18;64;3;0;10;11;28;125;11;1;51;19/12/2022;5279142;MINOR;DITTO;NEWJEANS;1193;49,75;397582059;6;3;3;4;1;2;1;2;2;3;Alto;Alto;Alto;Baixo;Baixo;Baixo;Baixo;Baixo;Alto
1;2004;5;4;2954;2;95;81;56;70;4;0;5;24;18;82;0;0;5;04/05/2004;1840761;MAJOR;YO VOY FEAT DADDY YANKEE;ZION  LENNOX;2972;22,25;527033089;1;3;1;4;3;3;1;3;1;4;Alto;Baixo;Alto;Alto;Alto;Baixo;Alto;Baixo;Alto
1;2022;2;6;795;11;120;81;72;65;4;0;14;4;26;18;15;1;4;06/02/2022;1392259;MINOR;OJOS MARRONES;LASSO;836;8,5;263280370;1;2;2;4;4;2;1;1;3;1;Baixo;Baixo;Alto;Alto;Baixo;Baixo;Baixo;Alto;Baixo
4;2021;1;15;12043;0;123;82;80;86;1;0;30;13;209;54;710;0;18;15/01/2021;7271843;MAJOR;FRIDAY FEAT MUFASA  HYPEMAN  DOPAMINE REEDIT;RITON NIGHTCRAWLERS MUFASA  HYPEMAN DOPAMINE;12962;18;863756573;1;4;3;4;4;4;1;2;4;4;Alto;Alto;Alto;Alto;Alto;Baixo;Baixo;Alto;Alto
2;2023;3;17;1197;13;155;82;51;39;2;0;9;49;44;34;25;1;171;17/03/2023;2969049;MAJOR;AREA CODES;KALIII KALIII;1266;54,75;113509496;1;1;4;4;2;1;1;3;1;4;Baixo;Alto;Alto;Baixo;Baixo;Baixo;Alto;Baixo;Alto
1;2023;5;15;451;33;130;82;69;83;3;0;27;5;10;126;7;0;148;15/05/2023;1121286;MINOR;QUEENCARD;GIDLE;468;76,75;96273746;2;1;3;4;3;4;1;4;4;2;Baixo;Alto;Alto;Alto;Alto;Baixo;Alto;Alto;Baixo
3;2023;5;12;1094;34;127;82;89;85;4;0;23;6;40;58;47;8;203;12/05/2023;7264781;MINOR;VAGABUNDO;SEBASTIAN YATRA MANUEL TURIZO BE;1181;75,75;90839753;1;1;3;4;4;4;1;4;3;3;Baixo;Alto;Alto;Alto;Alto;Baixo;Alto;Alto;Alto
1;2022;9;16;1524;17;110;82;67;69;0;0;18;4;53;120;62;0;2;16/09/2022;5904115;MAJOR;SHUT DOWN;BLACKPINK;1639;34,75;482175240;3;3;2;4;3;3;1;4;3;2;Alto;Baixo;Alto;Alto;Alto;Baixo;Alto;Alto;Baixo
2;2021;6;24;5073;0;129;83;44;62;2;0;8;6;83;9;100;0;4;24/06/2021;4967426;MAJOR;YOU RIGHT;DOJA CAT THE WEEKND;5256;3,25;672656250;1;4;3;4;2;2;1;2;1;2;Alto;Alto;Alto;Baixo;Baixo;Baixo;Baixo;Baixo;Baixo
1;2022;5;6;1992;0;158;83;41;65;0;10;11;8;35;0;3;0;0;06/05/2022;6347306;MAJOR;DUA LIPA;JACK HARLOW;2030;0;150500965;3;2;4;4;2;2;1;4;2;3;Baixo;Alto;Alto;Baixo;Baixo;Baixo;Alto;Baixo;Alto
2;2023;6;2;214;0;143;83;25;69;4;0;23;12;3;3;6;0;0;02/06/2023;5554493;MAJOR;DANGER SPIDER OFFSET  JID;OFFSET JID;223;0,75;24975653;1;1;4;4;1;3;1;1;3;4;Baixo;Alto;Alto;Baixo;Alto;Baixo;Baixo;Alto;Alto
1;2021;10;30;2551;0;73;83;11;41;0;0;36;14;52;15;35;0;1;30/10/2021;2106751;MAJOR;SUPER GREMLIN;KODAK BLACK;2638;4;342779426;1;3;1;4;1;1;1;1;4;4;Alto;Baixo;Alto;Baixo;Baixo;Baixo;Baixo;Alto;Alto
2;2022;5;6;3185;4;97;83;47;80;2;0;24;9;38;64;37;3;36;06/05/2022;3341212;MAJOR;PARTY;BAD BUNNY RAUW ALEJANDRO;3260;26,75;614555082;1;4;1;4;2;4;1;1;4;3;Alto;Baixo;Alto;Baixo;Alto;Baixo;Baixo;Alto;Alto
2;2022;3;14;7758;28;125;84;70;69;1;0;5;5;173;79;175;0;168;14/03/2022;8399372;MINOR;FERRARI;JAMES HYPE MIGGY DELA ROSA;8106;68,75;462791599;1;3;3;4;3;3;1;1;1;2;Alto;Alto;Alto;Alto;Alto;Baixo;Baixo;Baixo;Baixo
4;2022;8;18;836;0;102;84;43;75;5;0;6;8;14;1;13;0;0;18/08/2022;6026926;MAJOR;BABY OTAKU;FRAN C POLIMA WESTCOAST NICKOOG CLK PABLITO PESADILLA;863;0,25;159240673;1;2;2;4;2;3;1;4;1;3;Baixo;Baixo;Alto;Baixo;Alto;Baixo;Alto;Baixo;Alto
2;2022;11;4;1338;0;158;84;33;36;2;0;39;59;9;20;7;0;0;04/11/2022;3035987;MAJOR;ON BS;DRAKE 21 SAVAGE;1354;5;170413877;8;2;4;4;2;1;1;3;4;4;Baixo;Alto;Alto;Baixo;Baixo;Baixo;Alto;Alto;Alto
1;2023;3;31;839;18;124;84;64;39;3;0;11;4;20;110;20;0;69;31/03/2023;4837745;MINOR;FLOWER;JISOO;879;49,25;232896922;1;2;3;4;3;1;1;2;2;1;Baixo;Alto;Alto;Alto;Baixo;Baixo;Baixo;Baixo;Baixo
2;2021;8;20;12403;0;125;85;64;81;2;5;7;9;183;63;465;0;11;20/08/2021;6984128;MINOR;DO IT TO IT;CHERISH ACRAZE;13051;18,5;674772936;1;4;3;4;3;4;1;4;1;3;Alto;Alto;Alto;Alto;Alto;Baixo;Alto;Baixo;Alto
1;2022;11;4;1045;0;142;85;40;43;4;0;39;32;8;5;2;0;0;04/11/2022;3108815;MINOR;BACKOUTSIDEBOYZ;DRAKE;1055;1,25;93367537;4;1;4;4;2;1;1;2;4;4;Baixo;Alto;Alto;Baixo;Baixo;Baixo;Baixo;Alto;Alto
1;2022;5;2;629;0;104;86;43;62;5;0;13;14;18;75;9;0;0;02/05/2022;8654169;MAJOR;FEARLESS;LE SSERAFIM;656;18,75;229497852;2;2;2;4;2;2;1;2;3;4;Baixo;Baixo;Alto;Baixo;Baixo;Baixo;Baixo;Alto;Alto
1;2022;4;13;608;0;100;87;46;60;1;0;13;16;5;29;14;0;0;13/04/2022;5975489;MAJOR;ZOOM;JESSI;627;7,25;136996305;1;2;2;4;2;2;1;1;3;4;Baixo;Baixo;Alto;Baixo;Baixo;Baixo;Baixo;Alto;Alto
2;2022;9;22;3006;12;107;87;20;83;0;4;31;9;54;32;66;2;0;22/09/2022;5526636;MAJOR;PUNTO 40;BABY RASTA RAUW ALEJANDRO;3126;11,5;304079786;1;3;2;4;1;4;1;4;4;3;Alto;Baixo;Alto;Baixo;Alto;Baixo;Alto;Alto;Alto
4;2022;6;10;2313;0;120;88;15;56;1;0;8;6;34;0;29;0;0;10/06/2022;7688790;MAJOR;CASH IN CASH OUT;PHARRELL WILLIAMS TYLER THE CREATOR 21 SAVAGE;2376;0;136676504;1;1;2;4;1;2;1;4;1;2;Baixo;Baixo;Alto;Baixo;Baixo;Baixo;Alto;Baixo;Baixo
3;2022;7;1;1601;0;157;88;52;69;0;0;8;23;11;0;2;0;0;01/07/2022;6621439;MAJOR;HOT SHIT FEAT YE  LIL DURK;KANYE WEST LIL DURK CARDI B;1614;0;85924992;1;1;4;4;3;3;1;3;1;4;Baixo;Alto;Alto;Alto;Alto;Baixo;Alto;Baixo;Alto
2;1996;11;24;1370;0;88;89;59;64;5;0;19;7;46;8;60;0;0;24/11/1996;2102834;MAJOR;SIGUE;ED SHEERAN J BALVIN;1476;2;106933107;1;1;1;4;3;2;1;3;3;3;Baixo;Baixo;Alto;Alto;Baixo;Baixo;Alto;Alto;Alto
2;2021;1;28;8087;0;102;89;77;82;3;0;17;11;92;34;131;0;0;28/01/2021;5498548;MAJOR;QU M;J BALVIN MARIA BECERRA;8310;8,5;720825549;1;4;2;4;4;4;1;3;3;3;Alto;Baixo;Alto;Alto;Alto;Baixo;Alto;Alto;Alto
2;2022;10;6;4637;38;98;90;40;59;0;0;10;29;63;79;89;11;16;06/10/2022;1899106;MINOR;HEY MOR;OZUNA FEID;4789;36;674072710;1;4;1;4;2;2;1;4;2;4;Alto;Baixo;Alto;Baixo;Baixo;Baixo;Alto;Baixo;Alto
1;2022;4;8;8737;0;107;91;32;56;3;0;11;10;163;32;137;15;12;08/04/2022;5663428;MAJOR;FIRST CLASS;JACK HARLOW;9037;14,75;694525298;3;4;2;4;1;2;1;1;2;3;Alto;Baixo;Alto;Baixo;Baixo;Baixo;Baixo;Baixo;Alto
2;2022;4;29;802;0;130;91;91;96;3;0;3;9;16;81;23;0;0;29/04/2022;6062396;MAJOR;THAT THAT PROD  FEAT SUGA OF BTS;PSY SUGA;841;20,25;212109195;1;2;3;4;4;4;1;2;1;3;Baixo;Alto;Alto;Alto;Alto;Baixo;Baixo;Baixo;Alto
2;2022;11;4;1545;0;131;91;23;55;1;0;7;32;22;7;15;0;0;04/11/2022;5974857;MINOR;MAJOR DISTRIBUTION;DRAKE 21 SAVAGE;1582;1,75;154863153;8;2;3;4;1;2;1;4;1;4;Baixo;Alto;Alto;Baixo;Baixo;Baixo;Alto;Baixo;Alto
1;2012;1;1;29499;11;123;91;49;61;3;0;17;22;124;27;587;0;4;01/01/2012;3115886;MINOR;LOST;FRANK OCEAN;30210;10,5;822239726;2;4;3;4;2;2;1;1;3;4;Alto;Alto;Alto;Baixo;Baixo;Baixo;Baixo;Alto;Alto
1;2017;3;30;33206;1;150;91;42;60;0;0;9;12;284;114;1481;0;5;30/03/2017;5223297;MINOR;HUMBLE;KENDRICK LAMAR;34971;30;1929770265;12;4;4;4;2;2;1;4;1;4;Alto;Alto;Alto;Baixo;Baixo;Baixo;Alto;Baixo;Alto
2;1999;1;1;31762;0;95;92;31;89;3;0;8;25;142;40;5451;1;953;01/01/1999;3333614;MINOR;THE NEXT EPISODE;DR DRE SNOOP DOGG;37355;248,5;843309044;2;4;1;4;1;4;1;3;1;4;Alto;Baixo;Alto;Baixo;Alto;Baixo;Alto;Baixo;Alto
1;2002;1;1;21081;43;112;92;67;66;0;0;36;9;98;76;3889;5;0;01/01/2002;1663974;MAJOR;WITHOUT ME;EMINEM;25068;31;1687664027;4;4;2;4;3;3;1;3;4;3;Alto;Baixo;Alto;Alto;Alto;Baixo;Alto;Alto;Alto
2;2022;11;4;1007;0;144;93;62;61;0;0;12;20;6;5;3;0;0;04/11/2022;4322356;MAJOR;PRIVILEGED RAPPERS;DRAKE 21 SAVAGE;1016;1,25;112436403;8;1;4;4;3;2;1;2;2;4;Baixo;Alto;Alto;Alto;Baixo;Baixo;Baixo;Baixo;Alto
1;2000;1;1;20763;27;104;95;78;66;3;0;4;6;81;53;3271;1;17;01/01/2000;2670198;MINOR;THE REAL SLIM SHADY;EMINEM;24115;24,5;1424589568;4;4;2;4;4;3;1;1;1;3;Alto;Baixo;Alto;Alto;Alto;Baixo;Baixo;Baixo;Alto
1;2022;8;12;4827;0;133;95;91;89;6;0;31;24;104;17;76;9;2;12/08/2022;6643902;MAJOR;SUPER FREAKY GIRL;NICKI MINAJ;5007;7;428685680;2;3;3;4;4;4;1;2;4;4;Alto;Alto;Alto;Alto;Alto;Baixo;Baixo;Alto;Alto
1;2022;11;30;4096;6;105;95;62;52;3;0;5;16;118;48;143;0;240;30/11/2022;7137376;MAJOR;PLAYERS;COI LERAY;4357;73,5;335074782;1;3;2;4;3;1;1;1;1;4;Alto;Baixo;Alto;Alto;Baixo;Baixo;Baixo;Baixo;Alto
1;2016;8;5;2393;0;160;31;30;88;7;0;8;8;22;13;65;0;6;05/08/2016;1992045;MAJOR;NOTION;THE RARE OCCASIONS;2480;4,75;421135627;1;3;4;1;1;4;2;3;1;3;Alto;Alto;Baixo;Baixo;Alto;Baixo;Alto;Baixo;Alto
2;2018;3;29;4188;15;114;32;17;74;14;0;17;3;30;70;142;0;27;29/03/2018;6029543;MAJOR;I WAS NEVER THERE;THE WEEKND GESAFFELSTEIN;4360;28;705469769;2;4;2;1;1;3;2;3;3;1;Alto;Baixo;Baixo;Baixo;Alto;Baixo;Alto;Alto;Baixo
1;2015;5;27;25744;4;136;36;12;57;9;0;14;8;122;94;1992;0;18;27/05/2015;6380084;MINOR;THE HILLS;THE WEEKND;27858;29;1947371785;19;4;3;1;1;2;2;1;3;3;Alto;Alto;Baixo;Baixo;Baixo;Baixo;Baixo;Alto;Alto
1;2013;1;1;19806;7;149;37;28;66;14;0;9;5;33;11;274;0;0;01/01/2013;3968436;MAJOR;BOUND 2;KANYE WEST;20113;4,5;703301727;3;4;4;1;1;3;2;2;1;2;Alto;Alto;Baixo;Baixo;Alto;Baixo;Baixo;Baixo;Baixo
1;2017;10;20;2264;0;150;37;27;56;8;0;13;3;11;6;25;0;1;20/10/2017;4824782;MAJOR;GOOD LOOKING;SUKI WATERHOUSE;2300;1,75;184706613;1;2;4;1;1;2;2;3;3;1;Baixo;Alto;Baixo;Baixo;Baixo;Baixo;Alto;Alto;Baixo
1;2022;4;22;2050;0;81;38;20;66;9;0;9;8;52;9;46;0;1;22/04/2022;8779560;MAJOR;THOUSAND MILES;THE KID LAROI;2148;2,5;244741137;2;2;1;1;1;3;2;2;1;3;Baixo;Baixo;Baixo;Baixo;Alto;Baixo;Baixo;Baixo;Alto
2;2022;11;25;1368;0;108;44;38;77;9;0;9;20;12;1;11;0;8;25/11/2022;2432426;MINOR;ESCAPISM  SPED UP;RAYE 070 SHAKE;1391;2,25;184308753;2;2;2;1;2;3;2;4;1;4;Baixo;Baixo;Baixo;Baixo;Alto;Baixo;Alto;Baixo;Alto
1;2022;6;24;767;0;183;44;44;67;7;0;12;13;25;0;22;0;0;24/06/2022;6191375;MINOR;DIE FIRST;NESSA BARRETT;814;0;131746175;1;1;4;1;2;3;2;3;3;4;Baixo;Alto;Baixo;Baixo;Alto;Baixo;Alto;Alto;Alto
1;2022;1;7;715;0;118;44;52;94;11;0;4;29;0;1;2;0;0;07/01/2022;1297061;MAJOR;EVERY ANGEL IS TERRIFYING;THE WEEKND;717;0,25;37307967;19;1;2;1;3;4;2;2;1;4;Baixo;Baixo;Baixo;Alto;Alto;Baixo;Baixo;Baixo;Alto
1;2004;1;1;20015;16;172;45;33;59;6;0;8;3;107;69;5239;0;558;01/01/2004;3412305;MAJOR;SOMEWHERE ONLY WE KNOW;KEANE;25361;160,75;1089402494;1;4;4;1;2;2;2;2;1;1;Alto;Alto;Baixo;Baixo;Baixo;Baixo;Baixo;Baixo;Baixo
1;2010;1;1;4564;16;164;45;24;62;8;0;16;3;24;101;113;0;40;01/01/2010;6735267;MAJOR;ENCHANTED;TAYLOR SWIFT;4701;39,25;621660989;34;4;4;1;1;2;2;2;3;1;Alto;Alto;Baixo;Baixo;Baixo;Baixo;Baixo;Alto;Baixo
1;1987;1;1;41231;1;125;45;67;90;9;11;10;5;228;151;6720;3;99;01/01/1987;7080917;MAJOR;SWEET CHILD O MINE;GUNS N ROSES;48179;63,5;1553497987;1;4;3;1;3;4;2;4;2;2;Alto;Alto;Baixo;Alto;Alto;Baixo;Alto;Baixo;Baixo
1;2021;7;28;1959;0;81;45;12;57;7;0;23;3;19;0;38;0;0;28/07/2021;4782067;MAJOR;HAPPIER THAN EVER  EDIT;BILLIE EILISH;2016;0;412795151;4;3;1;1;1;2;2;3;3;1;Alto;Baixo;Baixo;Baixo;Baixo;Baixo;Alto;Alto;Baixo
1;2015;7;24;1930;0;82;47;44;76;8;91;9;3;3;0;28;0;1;24/07/2015;6950436;MAJOR;ALIEN BLUES;VUNDABAR;1961;0,25;370068639;1;3;1;1;2;3;2;4;1;1;Alto;Baixo;Baixo;Baixo;Alto;Baixo;Alto;Baixo;Baixo
3;2022;2;11;2096;0;147;47;50;80;10;0;32;38;34;3;30;0;0;11/02/2022;1336403;MINOR;CITY OF GODS;KANYE WEST ALICIA KEYS FIVIO FOREIGN;2160;0,75;107255472;1;1;4;1;2;4;2;1;4;4;Baixo;Alto;Baixo;Baixo;Alto;Baixo;Baixo;Alto;Alto
2;2010;1;1;17138;37;130;47;86;92;8;0;5;24;119;81;974;1;503;01/01/2010;3766692;MAJOR;DANZA KUDURO;DON OMAR LUCENZO;18231;155,5;1279434863;1;4;3;1;4;4;2;2;1;4;Alto;Alto;Baixo;Alto;Alto;Baixo;Baixo;Baixo;Alto
1;2013;1;1;12859;110;135;48;44;42;12;2;11;3;24;98;582;2;73;01/01/2013;1406287;MINOR;I WANNA BE YOURS;ARCTIC MONKEYS;13465;70,75;1297026226;4;4;3;1;2;1;2;4;2;1;Alto;Alto;Baixo;Baixo;Baixo;Baixo;Alto;Baixo;Baixo
1;2022;10;17;3995;13;150;49;4;55;7;0;6;3;72;27;47;0;0;17/10/2022;3910891;MAJOR;JUST WANNA ROCK;LIL UZI VERT;4114;10;457184829;1;3;4;1;1;2;2;1;1;1;Alto;Alto;Baixo;Baixo;Baixo;Baixo;Baixo;Baixo;Baixo
1;2023;3;3;282;0;142;49;48;67;10;0;26;3;6;15;0;0;0;03/03/2023;1413502;MAJOR;98 BRAVES;MORGAN WALLEN;288;3,75;56533272;11;1;4;1;2;3;2;3;4;1;Baixo;Alto;Baixo;Baixo;Alto;Baixo;Alto;Alto;Baixo
1;2008;1;1;33898;62;138;49;42;62;9;0;11;3;233;0;4095;9;0;01/01/2008;3126367;MINOR;VIVA LA VIDA;COLDPLAY;38226;17,75;1592909789;3;4;3;1;2;2;2;1;2;1;Alto;Alto;Baixo;Baixo;Baixo;Baixo;Baixo;Baixo;Baixo
3;2023;4;4;561;14;192;50;85;52;11;0;28;6;4;14;12;5;56;04/04/2023;1207987;MAJOR;UN FINDE  CROSSOVER 2;BIG ONE FMK KE PERSONAJES;577;22,25;142095275;1;2;4;1;4;1;2;3;4;3;Baixo;Alto;Baixo;Alto;Baixo;Baixo;Alto;Alto;Alto
1;2023;5;5;715;0;176;50;44;76;10;0;32;5;37;3;27;0;50;05/05/2023;6895326;MINOR;CURTAINS;ED SHEERAN;779;13,25;39893489;7;1;4;1;2;3;2;1;4;2;Baixo;Alto;Baixo;Baixo;Alto;Baixo;Baixo;Alto;Baixo
2;2023;3;3;329;0;148;50;49;76;12;0;12;3;14;35;1;0;0;03/03/2023;3970396;MAJOR;MAN MADE A BAR FEAT ERIC CHURCH;MORGAN WALLEN ERIC CHURCH;344;8,75;58890931;1;1;4;1;2;3;2;4;2;1;Baixo;Alto;Baixo;Baixo;Alto;Baixo;Alto;Baixo;Baixo
1;2023;6;30;1397;113;138;51;32;53;17;0;31;6;94;207;91;14;949;30/06/2023;6974739;MAJOR;VAMPIRE;OLIVIA RODRIGO;1582;320,75;140003974;5;2;3;1;2;1;2;2;4;3;Baixo;Alto;Baixo;Baixo;Baixo;Baixo;Baixo;Alto;Alto
1;2022;6;17;5263;0;125;51;5;68;12;2;15;6;66;89;61;0;11;17/06/2022;7531207;MINOR;MASSIVE;DRAKE;5390;25;195628667;4;2;3;1;1;3;2;4;3;3;Baixo;Alto;Baixo;Baixo;Alto;Baixo;Alto;Alto;Alto
2;2021;11;11;755;4;94;52;68;69;13;0;33;8;22;3;0;0;0;11/11/2021;2582262;MAJOR;BAR;TINI LGANTE;777;1,75;200972675;1;2;1;1;3;3;2;1;4;3;Baixo;Baixo;Baixo;Alto;Alto;Baixo;Baixo;Alto;Alto
1;1970;1;1;2877;0;110;53;75;69;7;0;17;3;16;0;54;0;0;01/01/1970;4061483;MAJOR;LOVE GROWS WHERE MY ROSEMARY GOES;EDISON LIGHTHOUSE;2947;0;514137424;1;3;2;1;4;3;2;1;3;1;Alto;Baixo;Baixo;Alto;Alto;Baixo;Baixo;Alto;Baixo
1;2022;12;9;989;0;90;53;47;74;9;0;34;4;5;9;1;0;0;09/12/2022;4991676;MAJOR;F2F;SZA;995;2,25;67540165;19;1;1;1;2;3;2;3;4;1;Baixo;Baixo;Baixo;Baixo;Alto;Baixo;Alto;Alto;Baixo
5;2023;5;1;577;14;74;53;24;67;11;0;10;28;22;18;15;1;0;01/05/2023;8666108;MINOR;ANGEL PT 1 FEAT JIMIN OF BTS JVKE  MUNI LONG;KODAK BLACK NLE CHOPPA MUNI LONG JVKE JIMIN;614;8,25;133753727;1;1;1;1;1;3;2;4;2;4;Baixo;Baixo;Baixo;Baixo;Alto;Baixo;Alto;Baixo;Alto
1;2021;11;19;4431;0;88;53;55;73;9;0;3;5;105;7;199;0;0;19/11/2021;2820520;MAJOR;OH MY GOD;ADELE;4735;1,75;466214729;4;3;1;1;3;3;2;3;1;2;Alto;Baixo;Baixo;Alto;Alto;Baixo;Alto;Baixo;Baixo
1;2020;6;5;31;39;88;53;34;47;9;0;83;4;2;107;8;0;0;05/06/2020;7179210;MINOR;STILL WITH YOU;JUNG KOOK;41;36,5;38411956;2;1;1;1;2;1;2;2;4;2;Baixo;Baixo;Baixo;Baixo;Baixo;Baixo;Baixo;Alto;Baixo
2;2022;10;12;5129;25;96;54;25;74;14;0;9;11;116;84;114;18;348;12/10/2022;3608552;MAJOR;ESCAPISM;RAYE 070 SHAKE;5359;118,75;532336353;2;3;1;1;1;3;2;1;1;3;Alto;Baixo;Baixo;Baixo;Alto;Baixo;Baixo;Baixo;Alto
